==================================================
TRAINING/EVALUATION RESULTS
==================================================
Timestamp: 20250901_184535
Mode: reinforcement_learning
Config File: configs/nsfnet_25_commodities_rl.json
Model Hash: unknown

FINAL METRICS:
  Final Train Loss: 0.0000
  Final Train Edge Error: 0.19%
  Final Test Approximation Rate: 84.04%
  Best Test Approximation Rate: 100.00%

TIME METRICS:
  Total Training Time: 4982.86s
  Total Test Time: 465.85s
  Average Training Time per Epoch: 1.56s
  Average Test Time per Epoch: 1.46s
  Training Time per Data: 0.0005s
  Test Time per Data: 0.0045s
  Total Training Samples: 10240000
  Total Test Samples: 102400

==================================================
DETAILED RESULTS
==================================================
Epoch  Train Loss   Edge Error   Train Time   Val Approx   Test Approx 
1597   0.0000       0.18         1.56         N/A          N/A         
1598   0.0000       0.15         1.58         N/A          N/A         
1599   0.0000       0.33         1.58         N/A          N/A         
1600   0.0000       0.09         1.54         N/A          N/A         
1601   0.0000       0.33         1.61         N/A          N/A         
1602   0.0000       0.41         1.56         N/A          N/A         
1603   0.0000       0.05         1.54         N/A          N/A         
1604   0.0000       0.16         1.54         N/A          N/A         
1605   0.0000       0.03         1.50         N/A          N/A         
1606   0.0000       0.06         1.53         N/A          N/A         
1607   0.0000       0.11         1.54         N/A          N/A         
1608   0.0000       0.09         1.57         N/A          N/A         
1609   0.0000       0.08         1.55         N/A          N/A         
1610   0.0000       0.11         1.58         N/A          N/A         
1611   0.0000       0.05         1.56         N/A          N/A         
1612   0.0000       0.07         1.59         N/A          N/A         
1613   0.0000       0.15         1.57         N/A          N/A         
1614   0.0000       0.20         1.55         N/A          N/A         
1615   0.0000       0.03         1.54         N/A          N/A         
1616   0.0000       0.08         1.55         N/A          N/A         
1617   0.0000       0.15         1.54         N/A          N/A         
1618   0.0000       0.09         1.57         N/A          N/A         
1619   0.0000       0.09         1.52         N/A          N/A         
1620   0.0000       0.15         1.58         N/A          N/A         
1621   0.0000       0.25         1.55         N/A          N/A         
1622   0.0000       0.10         1.51         N/A          N/A         
1623   0.0000       0.23         1.60         N/A          N/A         
1624   0.0000       0.06         1.57         N/A          N/A         
1625   0.0000       0.09         1.56         N/A          N/A         
1626   0.0000       0.07         1.52         N/A          N/A         
1627   0.0000       0.05         1.53         N/A          N/A         
1628   0.0000       0.08         1.60         N/A          N/A         
1629   0.0000       0.05         1.56         N/A          N/A         
1630   0.0000       0.08         1.55         N/A          N/A         
1631   0.0000       0.13         1.51         N/A          N/A         
1632   0.0000       0.02         1.56         N/A          N/A         
1633   0.0000       0.21         1.57         N/A          N/A         
1634   0.0000       0.07         1.58         N/A          N/A         
1635   0.0000       0.13         1.54         N/A          N/A         
1636   0.0000       0.25         1.60         N/A          N/A         
1637   0.0000       0.15         1.58         N/A          N/A         
1638   0.0000       0.01         1.63         N/A          N/A         
1639   0.0000       0.14         1.53         N/A          N/A         
1640   0.0000       0.11         1.56         N/A          N/A         
1641   0.0000       0.16         1.60         N/A          N/A         
1642   0.0000       0.12         1.55         N/A          N/A         
1643   0.0000       0.03         1.55         N/A          N/A         
1644   0.0000       0.03         1.56         N/A          N/A         
1645   0.0000       0.05         1.54         N/A          N/A         
1646   0.0000       0.07         1.54         N/A          N/A         
1647   0.0000       0.32         1.56         N/A          N/A         
1648   0.0000       0.15         1.57         N/A          N/A         
1649   0.0000       0.05         1.59         N/A          N/A         
1650   0.0000       0.06         1.57         N/A          N/A         
1651   0.0000       0.15         1.57         N/A          N/A         
1652   0.0000       0.27         1.59         N/A          N/A         
1653   0.0000       0.07         1.53         N/A          N/A         
1654   0.0000       0.02         1.53         N/A          N/A         
1655   0.0000       0.18         1.54         N/A          N/A         
1656   0.0000       0.12         1.59         N/A          N/A         
1657   0.0000       0.09         1.57         N/A          N/A         
1658   0.0000       0.13         1.59         N/A          N/A         
1659   0.0000       0.12         1.58         N/A          N/A         
1660   0.0000       0.05         1.57         N/A          N/A         
1661   0.0000       0.13         1.57         N/A          N/A         
1662   0.0000       0.09         1.55         N/A          N/A         
1663   0.0000       0.14         1.54         N/A          N/A         
1664   0.0000       0.12         1.59         N/A          N/A         
1665   0.0000       0.07         1.53         N/A          N/A         
1666   0.0000       0.05         1.56         N/A          N/A         
1667   0.0000       0.22         1.59         N/A          N/A         
1668   0.0000       0.04         1.58         N/A          N/A         
1669   0.0000       0.10         1.54         N/A          N/A         
1670   0.0000       0.16         1.59         N/A          N/A         
1671   0.0000       0.21         1.62         N/A          N/A         
1672   0.0000       0.13         1.55         N/A          N/A         
1673   0.0000       0.06         1.60         N/A          N/A         
1674   0.0000       0.04         1.56         N/A          N/A         
1675   0.0000       0.17         1.56         N/A          N/A         
1676   0.0000       0.05         1.59         N/A          N/A         
1677   0.0000       0.15         1.62         N/A          N/A         
1678   0.0000       0.16         1.55         N/A          N/A         
1679   0.0000       0.02         1.53         N/A          N/A         
1680   0.0000       0.14         1.56         N/A          N/A         
1681   0.0000       0.12         1.54         N/A          N/A         
1682   0.0000       0.05         1.56         N/A          N/A         
1683   0.0000       0.14         1.58         N/A          N/A         
1684   0.0000       0.21         1.55         N/A          N/A         
1685   0.0000       0.19         1.59         N/A          N/A         
1686   0.0000       0.12         1.61         N/A          N/A         
1687   0.0000       0.06         1.51         N/A          N/A         
1688   0.0000       0.11         1.56         N/A          N/A         
1689   0.0000       0.11         1.53         N/A          N/A         
1690   0.0000       0.10         1.52         N/A          N/A         
1691   0.0000       0.14         1.57         N/A          N/A         
1692   0.0000       0.32         1.57         N/A          N/A         
1693   0.0000       0.01         1.50         N/A          N/A         
1694   0.0000       0.12         1.60         N/A          N/A         
1695   0.0000       0.18         1.58         N/A          N/A         
1696   0.0000       0.21         1.56         N/A          N/A         
1697   0.0000       0.13         1.55         N/A          N/A         
1698   0.0000       0.11         1.56         N/A          N/A         
1699   0.0000       0.21         1.58         N/A          N/A         
1700   0.0000       0.13         1.56         N/A          N/A         
1701   0.0000       0.02         1.56         N/A          N/A         
1702   0.0000       0.05         1.56         N/A          N/A         
1703   0.0000       0.11         1.58         N/A          N/A         
1704   0.0000       0.20         1.63         N/A          N/A         
1705   0.0000       0.16         1.56         N/A          N/A         
1706   0.0000       0.03         1.53         N/A          N/A         
1707   0.0000       0.25         1.57         N/A          N/A         
1708   0.0000       0.05         1.54         N/A          N/A         
1709   0.0000       0.15         1.52         N/A          N/A         
1710   0.0000       0.04         1.54         N/A          N/A         
1711   0.0000       0.17         1.56         N/A          N/A         
1712   0.0000       0.09         1.58         N/A          N/A         
1713   0.0000       0.08         1.58         N/A          N/A         
1714   0.0000       0.16         1.60         N/A          N/A         
1715   0.0000       0.05         1.61         N/A          N/A         
1716   0.0000       0.18         1.57         N/A          N/A         
1717   0.0000       0.16         1.56         N/A          N/A         
1718   0.0000       0.03         1.54         N/A          N/A         
1719   0.0000       0.05         1.51         N/A          N/A         
1720   0.0000       0.12         1.58         N/A          N/A         
1721   0.0000       0.15         1.58         N/A          N/A         
1722   0.0000       0.04         1.55         N/A          N/A         
1723   0.0000       0.02         1.59         N/A          N/A         
1724   0.0000       0.02         1.53         N/A          N/A         
1725   0.0000       0.38         1.58         N/A          N/A         
1726   0.0000       0.18         1.56         N/A          N/A         
1727   0.0000       0.09         1.56         N/A          N/A         
1728   0.0000       0.34         1.61         N/A          N/A         
1729   0.0000       0.07         1.58         N/A          N/A         
1730   0.0000       0.05         1.52         N/A          N/A         
1731   0.0000       0.03         1.56         N/A          N/A         
1732   0.0000       0.20         1.60         N/A          N/A         
1733   0.0000       0.08         1.53         N/A          N/A         
1734   0.0000       0.07         1.53         N/A          N/A         
1735   0.0000       0.17         1.58         N/A          N/A         
1736   0.0000       0.06         1.58         N/A          N/A         
1737   0.0000       0.20         1.59         N/A          N/A         
1738   0.0000       0.16         1.62         N/A          N/A         
1739   0.0000       0.11         1.60         N/A          N/A         
1740   0.0000       0.29         1.58         N/A          N/A         
1741   0.0000       0.12         1.55         N/A          N/A         
1742   0.0000       0.12         1.58         N/A          N/A         
1743   0.0000       0.09         1.57         N/A          N/A         
1744   0.0000       0.13         1.57         N/A          N/A         
1745   0.0000       0.06         1.62         N/A          N/A         
1746   0.0000       0.17         1.56         N/A          N/A         
1747   0.0000       0.05         1.59         N/A          N/A         
1748   0.0000       0.12         1.61         N/A          N/A         
1749   0.0000       0.21         1.55         N/A          N/A         
1750   0.0000       0.05         1.55         N/A          N/A         
1751   0.0000       0.07         1.56         N/A          N/A         
1752   0.0000       0.07         1.58         N/A          N/A         
1753   0.0000       0.25         1.59         N/A          N/A         
1754   0.0000       0.14         1.59         N/A          N/A         
1755   0.0000       0.04         1.51         N/A          N/A         
1756   0.0000       0.19         1.54         N/A          N/A         
1757   0.0000       0.14         1.53         N/A          N/A         
1758   0.0000       0.05         1.59         N/A          N/A         
1759   0.0000       0.08         1.57         N/A          N/A         
1760   0.0000       0.10         1.57         N/A          N/A         
1761   0.0000       0.08         1.57         N/A          N/A         
1762   0.0000       0.07         1.58         N/A          N/A         
1763   0.0000       0.14         1.57         N/A          N/A         
1764   0.0000       0.09         1.57         N/A          N/A         
1765   0.0000       0.19         1.59         N/A          N/A         
1766   0.0000       0.04         1.56         N/A          N/A         
1767   0.0000       0.14         1.56         N/A          N/A         
1768   0.0000       0.05         1.56         N/A          N/A         
1769   0.0000       0.00         1.52         N/A          N/A         
1770   0.0000       0.07         1.51         N/A          N/A         
1771   0.0000       0.10         1.57         N/A          N/A         
1772   0.0000       0.16         1.57         N/A          N/A         
1773   0.0000       0.10         1.59         N/A          N/A         
1774   0.0000       0.03         1.55         N/A          N/A         
1775   0.0000       0.09         1.56         N/A          N/A         
1776   0.0000       0.27         1.54         N/A          N/A         
1777   0.0000       0.21         1.55         N/A          N/A         
1778   0.0000       0.22         1.61         N/A          N/A         
1779   0.0000       0.13         1.57         N/A          N/A         
1780   0.0000       0.22         1.59         N/A          N/A         
1781   0.0000       0.30         1.53         N/A          N/A         
1782   0.0000       0.35         1.55         N/A          N/A         
1783   0.0000       0.06         1.56         N/A          N/A         
1784   0.0000       0.07         1.52         N/A          N/A         
1785   0.0000       0.05         1.55         N/A          N/A         
1786   0.0000       0.12         1.59         N/A          N/A         
1787   0.0000       0.18         1.59         N/A          N/A         
1788   0.0000       0.04         1.55         N/A          N/A         
1789   0.0000       0.11         1.58         N/A          N/A         
1790   0.0000       0.04         1.56         N/A          N/A         
1791   0.0000       0.03         1.53         N/A          N/A         
1792   0.0000       0.20         1.54         N/A          N/A         
1793   0.0000       0.07         1.56         N/A          N/A         
1794   0.0000       0.08         1.61         N/A          N/A         
1795   0.0000       0.06         1.53         N/A          N/A         
1796   0.0000       0.02         1.57         N/A          N/A         
1797   0.0000       0.00         1.54         N/A          N/A         
1798   0.0000       0.02         1.53         N/A          N/A         
1799   0.0000       0.10         1.53         N/A          N/A         
1800   0.0000       0.07         1.55         N/A          N/A         
1801   0.0000       0.09         1.56         N/A          N/A         
1802   0.0000       0.04         1.56         N/A          N/A         
1803   0.0000       0.10         1.56         N/A          N/A         
1804   0.0000       0.20         1.53         N/A          N/A         
1805   0.0000       0.14         1.57         N/A          N/A         
1806   0.0000       0.12         1.58         N/A          N/A         
1807   0.0000       0.07         1.56         N/A          N/A         
1808   0.0000       0.09         1.57         N/A          N/A         
1809   0.0000       0.22         1.57         N/A          N/A         
1810   0.0000       0.13         1.60         N/A          N/A         
1811   0.0000       0.04         1.56         N/A          N/A         
1812   0.0000       0.13         1.59         N/A          N/A         
1813   0.0000       0.13         1.57         N/A          N/A         
1814   0.0000       0.02         1.56         N/A          N/A         
1815   0.0000       0.12         1.59         N/A          N/A         
1816   0.0000       0.07         1.54         N/A          N/A         
1817   0.0000       0.18         1.58         N/A          N/A         
1818   0.0000       0.08         1.56         N/A          N/A         
1819   0.0000       0.07         1.59         N/A          N/A         
1820   0.0000       0.11         1.62         N/A          N/A         
1821   0.0000       0.08         1.57         N/A          N/A         
1822   0.0000       0.22         1.60         N/A          N/A         
1823   0.0000       0.10         1.54         N/A          N/A         
1824   0.0000       0.31         1.59         N/A          N/A         
1825   0.0000       0.14         1.58         N/A          N/A         
1826   0.0000       0.19         1.59         N/A          N/A         
1827   0.0000       0.03         1.54         N/A          N/A         
1828   0.0000       0.04         1.58         N/A          N/A         
1829   0.0000       0.04         1.58         N/A          N/A         
1830   0.0000       0.05         1.55         N/A          N/A         
1831   0.0000       0.14         1.58         N/A          N/A         
1832   0.0000       0.47         1.57         N/A          N/A         
1833   0.0000       0.05         1.61         N/A          N/A         
1834   0.0000       0.02         1.53         N/A          N/A         
1835   0.0000       0.13         1.58         N/A          N/A         
1836   0.0000       0.08         1.58         N/A          N/A         
1837   0.0000       0.14         1.54         N/A          N/A         
1838   0.0000       0.02         1.57         N/A          N/A         
1839   0.0000       0.09         1.58         N/A          N/A         
1840   0.0000       0.00         1.54         N/A          N/A         
1841   0.0000       0.01         1.52         N/A          N/A         
1842   0.0000       0.04         1.50         N/A          N/A         
1843   0.0000       0.23         1.57         N/A          N/A         
1844   0.0000       0.03         1.52         N/A          N/A         
1845   0.0000       0.04         1.53         N/A          N/A         
1846   0.0000       0.08         1.59         N/A          N/A         
1847   0.0000       0.04         1.54         N/A          N/A         
1848   0.0000       0.11         1.57         N/A          N/A         
1849   0.0000       0.13         1.55         N/A          N/A         
1850   0.0000       0.16         1.58         N/A          N/A         
1851   0.0000       0.15         1.60         N/A          N/A         
1852   0.0000       0.14         1.62         N/A          N/A         
1853   0.0000       0.03         1.55         N/A          N/A         
1854   0.0000       0.10         1.57         N/A          N/A         
1855   0.0000       0.02         1.58         N/A          N/A         
1856   0.0000       0.16         1.57         N/A          N/A         
1857   0.0000       0.17         1.57         N/A          N/A         
1858   0.0000       0.19         1.59         N/A          N/A         
1859   0.0000       0.03         1.51         N/A          N/A         
1860   0.0000       0.08         1.56         N/A          N/A         
1861   0.0000       0.06         1.56         N/A          N/A         
1862   0.0000       0.08         1.53         N/A          N/A         
1863   0.0000       0.02         1.52         N/A          N/A         
1864   0.0000       0.17         1.54         N/A          N/A         
1865   0.0000       0.22         1.55         N/A          N/A         
1866   0.0000       0.16         1.58         N/A          N/A         
1867   0.0000       0.12         1.55         N/A          N/A         
1868   0.0000       0.24         1.57         N/A          N/A         
1869   0.0000       0.15         1.58         N/A          N/A         
1870   0.0000       0.18         1.52         N/A          N/A         
1871   0.0000       0.11         1.55         N/A          N/A         
1872   0.0000       0.07         1.56         N/A          N/A         
1873   0.0000       0.04         1.57         N/A          N/A         
1874   0.0000       0.21         1.48         N/A          N/A         
1875   0.0000       0.33         1.58         N/A          N/A         
1876   0.0000       0.06         1.54         N/A          N/A         
1877   0.0000       0.11         1.55         N/A          N/A         
1878   0.0000       0.12         1.63         N/A          N/A         
1879   0.0000       0.09         1.54         N/A          N/A         
1880   0.0000       0.27         1.57         N/A          N/A         
1881   0.0000       0.09         1.58         N/A          N/A         
1882   0.0000       0.15         1.55         N/A          N/A         
1883   0.0000       0.12         1.60         N/A          N/A         
1884   0.0000       0.22         1.62         N/A          N/A         
1885   0.0000       0.06         1.55         N/A          N/A         
1886   0.0000       0.02         1.58         N/A          N/A         
1887   0.0000       0.16         1.56         N/A          N/A         
1888   0.0000       0.06         1.55         N/A          N/A         
1889   0.0000       0.31         1.55         N/A          N/A         
1890   0.0000       0.12         1.61         N/A          N/A         
1891   0.0000       0.32         1.51         N/A          N/A         
1892   0.0000       0.13         1.55         N/A          N/A         
1893   0.0000       0.08         1.54         N/A          N/A         
1894   0.0000       0.11         1.52         N/A          N/A         
1895   0.0000       0.18         1.54         N/A          N/A         
1896   0.0000       0.14         1.58         N/A          N/A         
1897   0.0000       0.07         1.56         N/A          N/A         
1898   0.0000       0.11         1.52         N/A          N/A         
1899   0.0000       0.08         1.52         N/A          N/A         
1900   0.0000       0.14         1.58         N/A          N/A         
1901   0.0000       0.30         1.59         N/A          N/A         
1902   0.0000       0.12         1.55         N/A          N/A         
1903   0.0000       0.22         1.51         N/A          N/A         
1904   0.0000       0.11         1.57         N/A          N/A         
1905   0.0000       0.26         1.57         N/A          N/A         
1906   0.0000       0.10         1.56         N/A          N/A         
1907   0.0000       0.18         1.57         N/A          N/A         
1908   0.0000       0.25         1.55         N/A          N/A         
1909   0.0002       0.26         1.61         N/A          N/A         
1910   0.0000       0.21         1.55         N/A          N/A         
1911   0.0000       0.12         1.56         N/A          N/A         
1912   0.0000       0.17         1.59         N/A          N/A         
1913   0.0000       0.24         1.57         N/A          N/A         
1914   0.0000       0.08         1.58         N/A          N/A         
1915   0.0000       0.07         1.58         N/A          N/A         
1916   0.0000       0.14         1.57         N/A          N/A         
1917   0.0000       0.08         1.55         N/A          N/A         
1918   0.0000       0.19         1.56         N/A          N/A         
1919   0.0000       0.26         1.54         N/A          N/A         
1920   0.0000       0.08         1.54         N/A          N/A         
1921   0.0000       0.16         1.56         N/A          N/A         
1922   0.0000       0.11         1.53         N/A          N/A         
1923   0.0000       0.22         1.53         N/A          N/A         
1924   0.0000       0.13         1.56         N/A          N/A         
1925   0.0000       0.11         1.56         N/A          N/A         
1926   0.0000       0.03         1.53         N/A          N/A         
1927   0.0000       0.06         1.54         N/A          N/A         
1928   0.0000       0.08         1.55         N/A          N/A         
1929   0.0000       0.14         1.55         N/A          N/A         
1930   0.0000       0.18         1.53         N/A          N/A         
1931   0.0000       0.13         1.54         N/A          N/A         
1932   0.0000       0.11         1.59         N/A          N/A         
1933   0.0000       0.15         1.56         N/A          N/A         
1934   0.0000       0.13         1.59         N/A          N/A         
1935   0.0000       0.09         1.58         N/A          N/A         
1936   0.0000       0.11         1.57         N/A          N/A         
1937   0.0000       0.18         1.58         N/A          N/A         
1938   0.0000       0.09         1.58         N/A          N/A         
1939   0.0000       0.11         1.52         N/A          N/A         
1940   0.0000       0.32         1.55         N/A          N/A         
1941   0.0000       0.12         1.60         N/A          N/A         
1942   0.0000       0.04         1.49         N/A          N/A         
1943   0.0000       0.01         1.57         N/A          N/A         
1944   0.0000       0.16         1.54         N/A          N/A         
1945   0.0000       0.06         1.57         N/A          N/A         
1946   0.0000       0.14         1.58         N/A          N/A         
1947   0.0000       0.19         1.54         N/A          N/A         
1948   0.0000       0.06         1.60         N/A          N/A         
1949   0.0000       0.16         1.58         N/A          N/A         
1950   0.0000       0.16         1.51         N/A          N/A         
1951   0.0000       0.21         1.55         N/A          N/A         
1952   0.0000       0.10         1.56         N/A          N/A         
1953   0.0000       0.07         1.52         N/A          N/A         
1954   0.0000       0.05         1.54         N/A          N/A         
1955   0.0000       0.18         1.54         N/A          N/A         
1956   0.0001       0.27         1.56         N/A          N/A         
1957   0.0000       0.08         1.59         N/A          N/A         
1958   0.0000       0.15         1.56         N/A          N/A         
1959   0.0000       0.11         1.57         N/A          N/A         
1960   0.0000       0.15         1.59         N/A          N/A         
1961   0.0000       0.13         1.57         N/A          N/A         
1962   0.0000       0.06         1.55         N/A          N/A         
1963   0.0000       0.35         1.56         N/A          N/A         
1964   0.0000       0.08         1.58         N/A          N/A         
1965   0.0000       0.10         1.55         N/A          N/A         
1966   0.0000       0.16         1.58         N/A          N/A         
1967   0.0000       0.02         1.56         N/A          N/A         
1968   0.0000       0.24         1.58         N/A          N/A         
1969   0.0000       0.00         1.52         N/A          N/A         
1970   0.0000       0.12         1.55         N/A          N/A         
1971   0.0000       0.14         1.55         N/A          N/A         
1972   0.0000       0.07         1.58         N/A          N/A         
1973   0.0000       0.07         1.59         N/A          N/A         
1974   0.0000       0.11         1.56         N/A          N/A         
1975   0.0000       0.06         1.54         N/A          N/A         
1976   0.0000       0.07         1.58         N/A          N/A         
1977   0.0000       0.18         1.56         N/A          N/A         
1978   0.0000       0.08         1.53         N/A          N/A         
1979   0.0000       0.11         1.55         N/A          N/A         
1980   0.0000       0.16         1.56         N/A          N/A         
1981   0.0000       0.09         1.54         N/A          N/A         
1982   0.0000       0.07         1.56         N/A          N/A         
1983   0.0000       0.10         1.57         N/A          N/A         
1984   0.0000       0.06         1.56         N/A          N/A         
1985   0.0000       0.41         1.57         N/A          N/A         
1986   0.0000       0.06         1.59         N/A          N/A         
1987   0.0000       0.08         1.57         N/A          N/A         
1988   0.0000       0.07         1.52         N/A          N/A         
1989   0.0000       0.08         1.54         N/A          N/A         
1990   0.0000       0.20         1.55         N/A          N/A         
1991   0.0000       0.09         1.54         N/A          N/A         
1992   0.0000       0.18         1.56         N/A          N/A         
1993   0.0000       0.13         1.60         N/A          N/A         
1994   0.0000       0.15         1.58         N/A          N/A         
1995   0.0000       0.09         1.56         N/A          N/A         
1996   0.0000       0.12         1.60         N/A          N/A         
1997   0.0000       0.08         1.52         N/A          N/A         
1998   0.0000       0.03         1.56         N/A          N/A         
1999   0.0000       0.07         1.58         N/A          N/A         
2000   0.0000       0.18         1.60         N/A          N/A         
2001   0.0000       0.20         1.58         N/A          N/A         
2002   0.0000       0.03         1.57         N/A          N/A         
2003   0.0000       0.23         1.56         N/A          N/A         
2004   0.0000       0.23         1.60         N/A          N/A         
2005   0.0000       0.08         1.54         N/A          N/A         
2006   0.0000       0.17         1.58         N/A          N/A         
2007   0.0000       0.03         1.58         N/A          N/A         
2008   0.0000       0.04         1.52         N/A          N/A         
2009   0.0000       0.09         1.58         N/A          N/A         
2010   0.0000       0.27         1.58         N/A          N/A         
2011   0.0000       0.15         1.55         N/A          N/A         
2012   0.0000       0.19         1.58         N/A          N/A         
2013   0.0000       0.02         1.54         N/A          N/A         
2014   0.0000       0.05         1.58         N/A          N/A         
2015   0.0000       0.35         1.59         N/A          N/A         
2016   0.0000       0.13         1.58         N/A          N/A         
2017   0.0000       0.09         1.58         N/A          N/A         
2018   0.0000       0.09         1.57         N/A          N/A         
2019   0.0000       0.04         1.56         N/A          N/A         
2020   0.0000       0.18         1.55         N/A          N/A         
2021   0.0000       0.25         1.59         N/A          N/A         
2022   0.0000       0.09         1.53         N/A          N/A         
2023   0.0000       0.28         1.56         N/A          N/A         
2024   0.0000       0.16         1.54         N/A          N/A         
2025   0.0000       0.24         1.56         N/A          N/A         
2026   0.0000       0.08         1.56         N/A          N/A         
2027   0.0000       0.07         1.56         N/A          N/A         
2028   0.0000       0.11         1.56         N/A          N/A         
2029   0.0000       0.05         1.55         N/A          N/A         
2030   0.0000       0.11         1.55         N/A          N/A         
2031   0.0000       0.05         1.58         N/A          N/A         
2032   0.0000       0.31         1.59         N/A          N/A         
2033   0.0000       0.14         1.56         N/A          N/A         
2034   0.0000       0.15         1.59         N/A          N/A         
2035   0.0000       0.03         1.58         N/A          N/A         
2036   0.0000       0.09         1.51         N/A          N/A         
2037   0.0000       0.05         1.55         N/A          N/A         
2038   0.0000       0.25         1.54         N/A          N/A         
2039   0.0000       0.10         1.61         N/A          N/A         
2040   0.0000       0.11         1.56         N/A          N/A         
2041   0.0000       0.10         1.59         N/A          N/A         
2042   0.0000       0.12         1.54         N/A          N/A         
2043   0.0000       0.07         1.56         N/A          N/A         
2044   0.0000       0.15         1.59         N/A          N/A         
2045   0.0000       0.30         1.58         N/A          N/A         
2046   0.0000       0.10         1.56         N/A          N/A         
2047   0.0000       0.05         1.54         N/A          N/A         
2048   0.0000       0.06         1.56         N/A          N/A         
2049   0.0000       0.33         1.54         N/A          N/A         
2050   0.0000       0.08         1.56         N/A          N/A         
2051   0.0000       0.22         1.54         N/A          N/A         
2052   0.0000       0.14         1.54         N/A          N/A         
2053   0.0000       0.15         1.58         N/A          N/A         
2054   0.0000       0.34         1.57         N/A          N/A         
2055   0.0000       0.16         1.58         N/A          N/A         
2056   0.0000       0.10         1.56         N/A          N/A         
2057   0.0000       0.16         1.59         N/A          N/A         
2058   0.0000       0.00         1.52         N/A          N/A         
2059   0.0000       0.04         1.56         N/A          N/A         
2060   0.0000       0.19         1.56         N/A          N/A         
2061   0.0000       0.15         1.53         N/A          N/A         
2062   0.0000       0.03         1.55         N/A          N/A         
2063   0.0000       0.05         1.54         N/A          N/A         
2064   0.0000       0.07         1.54         N/A          N/A         
2065   0.0000       0.17         1.57         N/A          N/A         
2066   0.0000       0.09         1.55         N/A          N/A         
2067   0.0000       0.14         1.55         N/A          N/A         
2068   0.0000       0.16         1.59         N/A          N/A         
2069   0.0000       0.02         1.57         N/A          N/A         
2070   0.0000       0.21         1.57         N/A          N/A         
2071   0.0000       0.14         1.57         N/A          N/A         
2072   0.0000       0.15         1.56         N/A          N/A         
2073   0.0000       0.10         1.58         N/A          N/A         
2074   0.0000       0.20         1.55         N/A          N/A         
2075   0.0000       0.07         1.52         N/A          N/A         
2076   0.0000       0.04         1.58         N/A          N/A         
2077   0.0000       0.02         1.57         N/A          N/A         
2078   0.0000       0.09         1.56         N/A          N/A         
2079   0.0000       0.07         1.56         N/A          N/A         
2080   0.0000       0.16         1.58         N/A          N/A         
2081   0.0000       0.05         1.56         N/A          N/A         
2082   0.0000       0.21         1.58         N/A          N/A         
2083   0.0000       0.07         1.57         N/A          N/A         
2084   0.0000       0.17         1.50         N/A          N/A         
2085   0.0000       0.14         1.57         N/A          N/A         
2086   0.0000       0.10         1.52         N/A          N/A         
2087   0.0000       0.10         1.55         N/A          N/A         
2088   0.0000       0.00         1.56         N/A          N/A         
2089   0.0000       0.08         1.53         N/A          N/A         
2090   0.0000       0.12         1.54         N/A          N/A         
2091   0.0000       0.07         1.54         N/A          N/A         
2092   0.0000       0.12         1.56         N/A          N/A         
2093   0.0000       0.13         1.50         N/A          N/A         
2094   0.0000       0.03         1.50         N/A          N/A         
2095   0.0000       0.06         1.56         N/A          N/A         
2096   0.0000       0.24         1.56         N/A          N/A         
2097   0.0000       0.19         1.54         N/A          N/A         
2098   0.0000       0.12         1.56         N/A          N/A         
2099   0.0000       0.02         1.54         N/A          N/A         
2100   0.0000       0.18         1.56         N/A          N/A         
2101   0.0000       0.15         1.56         N/A          N/A         
2102   0.0000       0.05         1.59         N/A          N/A         
2103   0.0000       0.26         1.60         N/A          N/A         
2104   0.0000       0.19         1.54         N/A          N/A         
2105   0.0000       0.10         1.55         N/A          N/A         
2106   0.0000       0.04         1.57         N/A          N/A         
2107   0.0000       0.05         1.54         N/A          N/A         
2108   0.0000       0.10         1.53         N/A          N/A         
2109   0.0000       0.13         1.57         N/A          N/A         
2110   0.0000       0.12         1.58         N/A          N/A         
2111   0.0000       0.12         1.55         N/A          N/A         
2112   0.0000       0.15         1.52         N/A          N/A         
2113   0.0000       0.13         1.59         N/A          N/A         
2114   0.0000       0.24         1.52         N/A          N/A         
2115   0.0000       0.07         1.53         N/A          N/A         
2116   0.0000       0.02         1.53         N/A          N/A         
2117   0.0000       0.30         1.55         N/A          N/A         
2118   0.0000       0.10         1.55         N/A          N/A         
2119   0.0000       0.02         1.57         N/A          N/A         
2120   0.0000       0.04         1.54         N/A          N/A         
2121   0.0000       0.17         1.55         N/A          N/A         
2122   0.0000       0.12         1.55         N/A          N/A         
2123   0.0000       0.23         1.60         N/A          N/A         
2124   0.0000       0.08         1.58         N/A          N/A         
2125   0.0000       0.15         1.61         N/A          N/A         
2126   0.0000       0.06         1.51         N/A          N/A         
2127   0.0000       0.19         1.56         N/A          N/A         
2128   0.0000       0.10         1.53         N/A          N/A         
2129   0.0000       0.18         1.56         N/A          N/A         
2130   0.0000       0.04         1.55         N/A          N/A         
2131   0.0000       0.23         1.55         N/A          N/A         
2132   0.0000       0.09         1.58         N/A          N/A         
2133   0.0000       0.20         1.55         N/A          N/A         
2134   0.0000       0.04         1.55         N/A          N/A         
2135   0.0000       0.14         1.51         N/A          N/A         
2136   0.0000       0.06         1.56         N/A          N/A         
2137   0.0000       0.05         1.56         N/A          N/A         
2138   0.0000       0.26         1.52         N/A          N/A         
2139   0.0000       0.09         1.57         N/A          N/A         
2140   0.0000       0.08         1.59         N/A          N/A         
2141   0.0000       0.16         1.57         N/A          N/A         
